company_name,job_description,position_title,portal
University of Rochester,associate professorprofessor tbd job id location school nursing fullpart time fulltime favorite job regulartemporary regular opening full time hours grade son facultyresearch responsibilities general purposesummary university rochester school nursing seeking tenure track faculty associate full professors representing diverse backgrounds positions several focal areas faculty members focus conducting research teaching mentoring contributing leadership school school nursing part stateoftheart research intensive medical center university research investigators receive substantial research support implementation assistance especially relocating established program research university rochester building proud history pioneering leadership nursing education school nursing pursues excellence clinical scientific learning innovative research interdisciplinary health care practice advancing research scientific discovery core mission university rochester school nursing responsibilities senior faculty associate full professors expected maintain focused program research successfully securing extramural funding leading collaborative interprofessional research teams engaging ongoing scholarship evidenced presentation publication research findings senior faculty mentor early career faculty postdoctoral fellows predoctoral students teach undergraduate graduate programs faculty members expected participate provide leadership professionalcollegeuniversity organizations requirements candidate must hold earned doctorate nursing related field candidates must also successful record extramural funding publicationspresentations mentoring teaching candidate position nationally recognized investigator established program research area consistent son faculty strengths strategic goals successful candidate tenureeligible track record external funding publication toptier journals relevant areas expertise high level expertise wide variety research methodologies techniques statistical software including quantitative qualitative methods required strong collaborative skills support independent research program participation contributing member school nursing faculty also essential excellent writing presentation critical thinking skills required preferred qualifications successful candidate demonstrate commitment collaborative team member school nursing supporting mission school working collegial manner health care professionals researchers external university applicants members groups underrepresented nursing field encouraged apply salary rank commensurate qualifications experience review applications ongoing continue positions filled starting date negotiable applicants requested apply online submitting detailed cover letter curriculum vitae apply applicants must apply online eoe minoritiesfemalesprotected veteransdisabled,Associate Professor/Professor (TBD) - 230572,shine
Motivate LLC,motivate llc seeking qualified assistant manager assist daily operations activities fleet operations new york area assistant manager responsible tracking attendance productivity quality control processes bike maintenance role routing field team complete bike repairs inspections develop scheduling conduct daily management technicians help lead interviewing onboarding training management ensure safetyrelated processes place followed work departments continuous operational improvement track maintain inventory collaboration inventory management team conduct metrics tracking analyze results generate output reports years experience operations including supervisory experience hourly operations team proficient microsoft office suite google applications quickly learn new software excellent written verbal communication skills selfstarter thrive fast paced quickly changing environment strong organizational analytical problemsolving skills team player collaborator sense word current drivers license meet motor vehicle record requirements available work pm shifts weekend hours points previous experience managing employees union environment previous inventory management experience experience knowledge bike share industry operations work perks comprehensive medical dental vision plans life accidental death longterm disability insurance paid time sick time paid parental leave retirement plan free annual bike share membership opportunities growth motivate motivate llc bestinclass service operations logistics company delivering bike share services largest urban environments operate eight markets including new york san francisco chicago washington dc serve million customers year alone led group urban visionaries seasoned operations experts mission revolutionize landscape cities effort completely transform urban experience motivate leading way making cities great connecting individuals people places love offering opportunity work passionate creative proven team emerging dynamic industry transforming cities globe interested apply description intended comprehensive list duties responsibilities qualifications associated role employees may required perform duties normal responsibilities accomplish motivates mission motivate equal opportunity employer applicants considered positions evaluated regard mental physical disability race color creed religion sex gender national origin ancestry age genetic information military veteran status sexual orientation gender identity expression marital status pregnancy legally protected status applicable law also provide reasonable accommodation qualified individuals disabilities accordance americans disabilities act applicable state local law well individuals need accommodation pregnancy require assistance reasonable accommodation aspect application process please contact human resources department hiring manager motivate llc complies covid vaccine mandate new york city require proof covid vaccination condition employment,Assistant Manager,indeed
ATLANTIS MANAGEMENT GROUP LLC,,Assistant Manager- NYC,naukari
Estee Lauder Companies,la mer brand represents hope healing one mans deep respect power living sea began fifty years ago dr max huber physicist embarked healing quest lab accident twelve years experiments later miracle legendary elixir born joining este lauder companies la mer become coveted skin care brand world based soho neighborhood new york city la mer collaborative dynamic closely connected group built brand global beauty powerhouse leader ultraluxury skincare principle objective support continued growth la mers social media presence advocacy communitybuilding assistant manager global social media responsible leading supporting global campaigns la mer seeking social media professional work global social media team support optimize grow social media properties core focus community management content planning north americabased execution role part dynamic fastpaced team relies strong crossfunctional relationships keen brand awareness excellent judgement reporting executive director social media brand conmunity assistant manager responsible leading majority brands social marketing efforts overseeing community management acting primary point contact regions world responsibilities global social media community management point contact global markets regarding community management inquiries partner global communications crafting responses potential consumer questions key launches oversee monitoring ugc work brand ugc management tool tagging categorizing ugc multiplatform use markets support continued evolution brands social media strategy executing executive director updating social strategy guidelines lead organization maintenance global social tools resources including budget north america social media management la mer north america social channels facebook instagram youtube pinterest tiktok scheduling posting reporting said channels supervise community management monitoring efforts north america owned brand pages ownership north america content calendars responsible strategic content planning ada compliancy work social insights tools keep close eye content constantly aware performing continuing optimize must demonstrate ability synthesizing results turning insights action partner north america marketing teams support local promotions com needs responsible management organization assets released global creative content campaigns lead social media strategy briefing nearly global marketing campaigns lead briefing execution social ad hoc asks partnership online partners lead annual recaps year year summarizing key insights informing future content support la mer expert social initiatives partnership education team pertains guidelines local execution implied logistics help draft monthly content briefs based learned insights creative execute support fulfill testandlearns new platforms designing pilot programs ie tiktok qualifications bachelors degree equivalent required position requires years social media community management experience ideally corporate environment luxury beauty plus selfstarter keen ability work multiple projects multiple crossfunctional partners teams must possess proactive critical thinking skills ability take initiative anticipate next steps offer recommendations solutions must consumerobsessed eager engage audience daily basis fundamental interest community trends must organized highly detailoriented doublechecking work unprompted followthrough must professional teamplayer flexible positive engaged responsible creative willing continually learn potential desire assume increased responsibility must strong concise verbal written communication presentation skills must proficient microsoft word excel powerpoint demonstrate passion beauty business job marketing primary location usnynew york job type standard schedule fulltime shift day shift job number equal opportunity employer minorities women veterans individuals disabilities encouraged apply companys policy discriminate employee applicant employment basis race color creed religion national origin ancestry citizenship status age sex gender including pregnancy childbirth related medical conditions gender identity gender expression including transgender status sexual orientation marital status military service veteran status physical mental disability protected medical condition defined applicable state local law genetic information characteristic protected applicable federal state local laws ordinances company endeavor provide reasonable accommodation consistent law otherwise qualified employees prospective employees disability employees prospective employees needs related religious observance practices wish apply position position company believe require assistance complete application participate interview please contact email available viewing job,"Assistant Manager, Social Media, La Mer",shine
LULULEMON,,"Assistant Manager, Operations | Nyc Downtown (Multiple Locations)",LinkedIn
"HCA Florida Memorial Hospital​  Jacksonville, FL On-site",patient care tech hca florida memorial hospital location jacksonville fl united states schedule fulltime nights hrswkends rotate nursing support job id description introductiondo career opportunities aan patient care tech want current employer exciting opportunity join hca florida memorial hospital part nations leading provider healthcare services hca healthcare benefitshca florida memorial hospital offers total rewards package supports health life career retirement colleagues available plans programs include comprehensive medical coverage covers many common services cost low copay plans include prescription drug behavioral health coverage well telemedicine services free airmed medical transportationadditional options dental vision benefits life disability coverage flexible spending accounts supplemental health protection plans accident critical illness hospital indemnity auto home insurance identity theft protection legal counseling longterm care coverage moving assistance pet insurance morefertility family building benefits progynyfree counseling services resources emotional physical financial wellbeingfamily support including adoption assistance child elder care resources consumer k plan match pay based years serviceemployee stock purchase planretirement readiness rollover services preferred banking partnershipseducation assistance tuition student loan certification support dependent scholarshipscolleague recognition programtime away work program paid time paid family leave long shortterm disability coverage leaves absencelearn employee benefits note eligibility benefits may vary location teams committed caring group colleagues want work aan patient care tech passion creating positive patient interactions valued dedicated caring wellbeing others could next opportunity want knowledge expertise job summary qualificationsthe patient care technician pct delivers high quality patientcentered care performing variety delegated basic patient care services related common nursing functions activities daily living supervision registered nurse rn pct assists nursing staff providing patient care accordance pcts skillstraining needs department consistently assists patient care team maintaining clean wellorganized safe patient care environment pct complies hospital policiesprocedures observes state board nursing rules unlicensed personnel role participates implementation nursing care plans performing direct indirect patient care supervision licensed nurseobtains records initial ongoing patient information cycle care including admissions data vital signs height weight blood pressure oxygen saturation intake output calorie counts patient information outlined policyassists mobility regular turning positioning dangling ambulating patients assists use walkers crutches canes wheelchairs transfers patients units departments entities assists discharges demonstrates body mechanicsobtains assists collection specimens diagnostic waived tests ensures accuracy labels timely transfer specimenassists patients activities daily living include eating drinking bathing shaving oral care grooming elimination changes bed linens neededserves monitortelemetry tech unit neededengages evidencebased best practices enhance patient experience including safety rounding communication fundamentalsaidet teachback narrating care qualifications need current american heart association american red cross basic life support bls health care provider required year acutehospital experience preferred,Patient Care Tech,glass door
"R1 RCM     Jacksonville, FL     On-site",,Patient Access Representative,LinkedIn
HCA Healthcare,,Registrar,naukari
State of Indiana,work indiana grow career state indiana executive branch agencies state indiana diverse workforce offering employees stimulating challenging projects broad scope career opportunities state indiana employee impact wellbeing indianas communities day state indiana dont talk diversity inclusion goal create welcoming accessible equitable workplace workforce representative state indiana population proud equal opportunity employer reasonable accommodations may available enable individuals disabilities interview perform essential functions role level benefits state indiana sure review expanded benefit package offerings indiana law enforcement training board indiana law enforcement training board governing body indiana law enforcement academy located plainfield indiana board comprised members appointed governor board sets requirements criteria basic training law enforcement officers state indiana became mandatory salary salary position traditionally starts year may commensurate education andor experience job incumbent serves records clerk indiana law enforcement academy ilea responsible processing maintenance records police officers state indiana functions clerical support role agency receptionist operating multiline telecommunication system monitoring security greeting visitors incumbent reports director support services day life responsible maintaining updating law enforcement training board certified instructor filesrecords acadis responsible maintaining updating officer records acadis responsible processing public records requests operate multiline telecommunication system receive place route calls intercom system make announcements accurately compose messages distribute appropriate staff greet visitors andor students arriving ilea providing necessary assistance ensuring properly registered received identification badges monitor security systems ilea facility make proper notification breaches maintain facility requests class rosters class schedules information related current training classes binder communications desk provides clerical assistance departments data processing clerical duties asneeded basis youll need success must meet following requirements considered employment working knowledge ability operate multiline telecommunication system must excellent customer service skills must working knowledge computer software microsoft office ability learn comprehend new computer programs must general knowledge clerical procedures methods principles must possess average observation skills attention detail must able multitask work well pressure using diplomacy courtesy tact working knowledge standard office equipment including typewriter computer copier scanner fax supervisory responsibilitiesdirect reports role provides direct supervision one staff members benefits employment state indiana state indiana offers comprehensive benefit package fulltime employees includes three medical plan options including rx coverage well vision dental plans wellness program offers premium discount medical plan gift cards health savings account includes biweekly state contribution flexible work scheduling options including potential hybrid remote work employees whose work may performed state facilities deferred compensation account similar plan employer match two fullyfunded pension plan options robust comprehensive program leave policies covering variety employee needs including limited hours paid new parent leave hours paid community service leave combined hours paid vacation personal sick leave time paid holidays election years education reimbursement program group life insurance referral bonus program employee assistance program allows covered behavioral health visits qualified employer public service loan forgiveness program free parking positions free linkedin learning access equal employment opportunity state indiana equal opportunity employer,Clerical Assistant,hirect
Bosworth Hospitality Partners,looking well organized neat file clerk join team file clerk take care file management maintenance responsible organizing paperwork according efficient filing system responsibilities track manage incoming paperwork make copies filing distributing sort papers alphabetically sort according content type dates significance etc create update records store paperwork designated places enter paperwork electronic system manage file access requests keep logs develop efficient filing system always strive make retrieving easier efficient follow policies procedures personal data protection monitor manage inventory files paper clips etc report shortages requirements good knowledge filing systems good knowledge ms office office equipment team player good timemanagement skills great interpersonal communication skills great attention detail high school degree equivalent,File Clerk Remote,indeed
Knowledge Services,knowledge services seeking administrativehealthcare recruiter join team brand new indianapolis office hybrid schedule offered role part high performing recruiting team support collaboration tools necessary success role offers high earning potential including strong base salary uncapped commission full corporate benefit package offer resources need ensure success industry leading technology sourcing platforms job board access linkedin recruiter seat internal resources community networking opportunities driven hungry success also value teamwork positive working environment lets talk join nations largest government managed services provider see knowledge services voted one indys best places work indiana five years analyze candidate information determine match candidates job openings screen identify administrativemedical talent passive active sources including postings social networking job boards internet research submit qualified candidates manage full recruitment process utilizing ats documentation deliver positive candidate experience overcoming objections negotiating rates closing candidates monitoring onboarding follow organization customer processes policies ensure contact compliance customer satisfaction contribute positive team environment fun prior administrative healthcare andor similar recruiting sourcing experience required ability work fastpaced environment staying organized efficient demonstrate professionalism strong communication skills followup selfmotivated able work independently part team possess strong networking relationship building skills experience recruiting tools indeed linkedin recruiter experience submitting candidates interacting clients vms technologies plus knowledge services strives offer environment provides employees right balance work family remote work flexibility brand new hq office full amenities gym req room coffee bars room personal modern work stations standing desks top line technology mindful environment touchless door entry hospital grade air filtration system comprehensive health insurance including dental vision coverage company funded life insurance generous company provided match program traditional options established wellness program quarterly monetary participation awards competitive pto schedule extra pto day birthday month work anniversary month paid floating holiday maternitypaternity benefits knowledge services equal opportunity employer committed hiring diverse workforce sustaining inclusive culture knowledge services discriminate basis disability veteran status basis protected federal state local laws isdko isdmp isddf isdlt indcorp,Admin/Clerical Recruiter,hirect
Sarcoma Foundation of America  United States   Remote,understand may exact experience prefer role believe would strong candidate due professional personal experience helping others thoughts type position salary provided fulltime mostly remote also understand would asked attend inperson meetings md may frequently exact position work think type position sr manager outreach engagement sarcoma foundation america sfa seeking creative seasoned professional join passionate dedicated team sr manager outreach engagement engage nationwide sarcoma network education programs strategic collaborations advocacy efforts support mission goals sfa position conceive implement outreach strategies sfas engagement education advocacy initiatives responsibilities identify cultivate alliances partnership opportunities focus improving patients access potentially life transforming therapies advancing sfas research awareness education prioritiesimplement strategy educate advocates important sarcoma science researchfurther sfas patient advocacy relations including support collaborations education research clinical trials participationdrive build enhance strategic alliances key national international sarcoma organizations sarcoma medical professionals cancer centers relevant stakeholders response sarcoma research patient needs recognize key opportunities research policy outreach patient representation work generate appropriate representationdevelop manage sfas network sarcoma ambassadors sfas patient advisory councilcreate greater understanding sfa programs mission sarcoma communityidentify content may relevant health policy advocacy science education collaborate writing distributing information communication channels educate engage sarcoma communityqualifications bachelors degree least seven years experience nonprofit patient advocacy scientific medical environment preferred ideally related sarcoma cancerhealth issuesexperience engaging constituents organization prioritiesability interact negotiate work complex initiatives key stakeholders including senior leadership board members prominent scientists corporate executives patientsstrong analytical critical thinking interpersonal skills ability speak write persuasively claritygood organization prioritization time management skills sarcoma foundation america sfa advocates increased research find new better therapies treat patients organization raises money privately fund grants sarcoma research education advocacy efforts behalf entire sarcoma community position full time staff primarily teleworking times position attend inoffice meetings candidates must able commute office inoffice days national office montgomery county maryland washington dc please email resume cover letter salary requirements hrcuresarcomaorg subject line sr manager outreach engagement phone calls please eoe tweet,"Sr Mgr, Outreach and Engagement",hirect
Circle Medical - a UCSF Health Affiliate  United States   Remote ,,Escalations Specialist - Customer/Patient Experience Coordinator - Full Time Contract/Remote,LinkedIn
"Wyckoff Heights Medical Center  Brooklyn, NY 11237",idea job details job type parttime qualifications case management year preferredspanish preferred indeeds salary guide provided employer year indeeds estimated salary role brooklyn nyreport inaccurate salary full job description position summary supervision director assistant patient advocate shall ensure patients aware empowered exercise rights nysdoh heshe shall address patientsurrogate questions concerns complaints work mutually acceptable solutions nysdoh patients bill rights jcaho standard dutiesresponsibilities serves liaison patients families medical center staff striving make medical center user friendly assists interpreting hospitals policies procedures requested assists patientsurrogate understanding rights responsibilities investigates concerns complaints articulated patients surrogates involves appropriate medical center staff departments necessary works achieve mutually satisfactory resolution provide assistance requested patients desiring complete advance directive requested patientsurrogate provides written response findings investigation patientsurrogate satisfied response refers new york state department healths office assists referring patientsurrogate appropriate services resources responds alternatives available documents patientsurrogate interactions using departmentally established procedures timelines refers interpreters list interpreters language barriers present communication problems evaluates interprets information gathered patientsurrogate interactions order spot patterns trends performs duties required formal education jobrelated experience position requires minimum formal education associate degree certification equivalent minimum years jobrelated experience desired required criteria include bachelors degree preferredbilingual englishspanish beneficialcomputer knowledge windows wordperfect relevant work experience job type parttime schedule hour shiftability commuterelocate brooklyn ny reliably commute planning relocate starting work preferredexperience patient case managers advocates year preferredcase management year preferredlanguage spanish preferredwork location one location hiring insights application response rate hiring candidate role urgently hiring,Part-time   Patient Advocate,LinkedIn
Veeva Systems,,"Senior Director, Digital Marketing - Remote",naukari
A Media.Monks Company,,"Director, Digital Strategy",hirist
Upworks,virtual administrative assistant search general virtual assistance jobs posted days freelancers located may apply fast growing real estate investment firm focussed investments sunbelt looking administrative assistant hard working competent highly ethical seeking primary office west palm beach florida administrative assistant job responsibilities provide administrative support ensure efficient operation office answers phone calls schedule meetings filing emailing typing scanning online research making telephone inquiries exhibit polite professional communication phone email administrative assistant skills qualifications reporting skills administrative writing skills microsoft office skills managing processes organization analyzing information professionalism problem solving verbal communication education experience requirements high school diploma equivalent education required prior administrative assistant experience important knowledge appropriate software including microsoft word excel outlook microsoft powerpoint adobe acrobat work home need visit office average compensation qualified applicant,Virtual administrative assistant,hirect
Virtual Vocations,marketing company open position remote administrative assistant core responsibilities include scheduling meetings interviews events planning assisting facilitating companywide events training etc researching culture development employee satisfaction etc skills requirements include high school diploma equivalent previous administrative experience history deadlinedriven proactive extremely organized detailoriented basic knowledge google docs sheets etc,Remote Administrative Assistant,hirist
RemoteWorker USA,remote job description required skills strong writing skills able detect correct grammar sentence structure havegoogle sheets excel formulas experience responsible audits check name pictures taxonomy research write descriptions skus creatively problem solve find append upc codes skus must experience google sheetsexcel data entryauditingreporting strong communicators understand follow directions high attention detail accuracy techsavvy able multitask well strong tenure able competitive review brands retailers youre independent thinker selfstarter ownership mindset able creatively problem solve schedule monday friday mst pay hour based experience start date july location remote duration contract hire aston carter aston carter dedicated expanding career opportunities skilled professionals power business success driven talented motivated people join team range positions recruiting sales delivery corporate roles part team employees opportunity longterm career success hard work rewarded potential growth limitless established aston carter leading staffing consulting firm providing highcaliber talent premium services companies north america spanning four continents offices extend clients capabilities seeking solvers delivering solutions address todays workforce challenges organizations looking innovative solutions shaped criticalthinking professionals visit aston carter company allegis group global leader talent solutions company equal opportunity employer consider applications regards race sex age color religion national origin veteran status disability sexual orientation gender identity genetic information characteristic protected law would like request reasonable accommodation modification adjustment job application process interviewing process due disability please call email astoncarteraccommodationastoncartercom accommodation options however questions position please contact recruiter located bottom job posting recruiter sole point contact questions position,REMOTE Data Entry/Auditor,shine
TarriTechnics,part time jobs work home data entry clerk customer service representatives entry level experience part time work home folks needed thank interest come check various ways work home online either full time part time gigs work want home actively seeking people unable work due circumstances looking either new line work looking supplement current job gig looking work home opportunities connected companies hiring employees directly work homes recruiting people short terms gigs company connects people want work home work home jobs gigs opportunity looking variety folks industries administrative assistant customer service representative truck driver data entry clerk social media influencer health care works seeking part time gigs make extra money get started today job requirements requirements computer laptop tablet smart phone required perform work internet connection required connection fine long secure working home immediate person supervision doesnt want read follow written instructions typing essential data entry least words minute youll ability give feedback various company services product testing participation online focus groups needed earn money comfort home people work home work rvs wherever internet connection work remote telecommute work hours dress code commute must self governing learning new skills ready get started click orange button start,Work From Home - BEGIN IMMEDIATELY - Data Entry Clerk,LinkedIn
BairesDev,data entry specialist remote work bairesdev proud fastestgrowing company america people five continents worldclass clients strong multicultural teams heart business consistently deliver highest quality solutions clients hire top best talents nurture professional growth exciting projects data entry specialist looking data entry profiles join talent acquisition team participate different projects made multicultural teams distributed world person must proactive detailoriented demonstrate excellent analytical abilities well multitasking skills excellent opportunity professionals looking develop one fastest growing companies industry youll support recruiting area identification initial contact potential candidates searches propose new alternatives identify candidates identify opportunities improvement current processes area manage notices different job portals work evaluate candidates apply identify analyze professional profiles job portals different searches open heres looking proactivity ability work team marked attention detail daily work previous work experience plus advanced english level make work life easier remote work hardware setup work home flexible hoursmake schedule paid parental leave vacation holidays diverse multicultural work environment innovative environment structure resources leading multinational excellent compensation well market average grow speed learning curve people work remotely consistent robust culture promotes diversity teamwork continue leading software development company latin america want ensure bairesdev member gets best growth professional development opportunities diverse welcoming innovative environment bairesdev team member brings something unique company want hear story apply,Data Entry Specialist,shine
Apprentice Now,apprentice excellent tech job opportunity individuals looking start build new career technology software developer client industry leader technology services consulting providing great job opportunity tech field get foot door opportunity work alongside team professionals solve reallife problems learn make impact equip everything need know make meaningful impact professional organization start new career right fulltime salaried opportunity benefits prior technical experience required software development job duties may include limited responsible developing solutions clients using appropriate software involves daytoday configuration build test support maintenance build test interfaces application development assignments test code developed defined quality process standard develop userfacing applications address functional requirements providing superior user experience endusers develop software integration flows clients design execute automate scenarios scripts procedures document software defects using bug tracking system participate trouble shooting existing software issues implement change management process design configure interfaces needed transfer data applications based requirements maintain security information needed connect applications may involve participating discovery design sessions developing wireframes prototypes developing web mobile app join part next generation tech interviews starting client one fortune fastest growing companies multinational global leader space provide leading organizations business services engineering product platform services year old company leverage exciting new technologies cloud ai machine learning company home employee base talented technical business professionals requirements entrylevel opportunity accepting applications high school graduates associates degree holders higher education need apply openings locations country candidates must tempe az area willing relocate relocation reimbursement provided high school diploma ged must authorized work citizen green card holder sponsorship available passion technology strong desire learn technical skills great communication skills experience working directly customers clients ability thrive remote learning environment benefits medical dendal vison,Software Developer- Entry Level,shine
Staffigo,,Business Analyst (Entry Level),hirist
RWC Building Products,,Entry Level Office Assistant,glass door
Core Soft Tech,job details silicon valleybased company looking consultants various locations usa give quick online orientation testing introduction testing strategy testing techniques manual test cases testing types joboriented perspective responsibilities designing test plans scenarios scripts procedures executing tests source code analyzing test results reporting development team working development team correct bugs errors requirements good working knowledge test management software programming languages qa methodologies good team working critical thinking skills please schedule quick call recruiting team regarding position using link please email resume contact number best time reach contact,Software test Engineer ( Entry Level ),indeed
Intel,job details job description intels flex engineering team internal software engineering consulting team works product groups intel software engineer flex team get opportunity work multiple different projects intel ranging autonomous driving virtual reality artificial intelligence cloud iot memory work flex projects align skills interests looking software engineer solid cc programming data structures andor algorithms experience core skills require allow software engineers flex team work variety different projects company successful focus role systemlevel software development areas linuxwindows os kernel firmware librarymiddleware optimization graphics memory area simulationvalidationo driver imagingmedia aimachine learning computer vision others qualifications must possess minimum qualifications initially considered position preferred qualifications addition minimum requirements considered plus factor identifying top candidates experience listed could obtained combination schoolwork classes research relevant previous job internship experiences please include operating systems c computer architecture data structures data structures algorithms embedded systems driver development kernel debugging parallel programming coursework school projects github andor internships related experience resume position eligible intel immigration sponsorship minimum qualifications completed bachelors masters degree degree must computer science computer engineering electrical engineering related technical discipline experience cc programming data structures andor algorithms experience project coursework operating systems memory resource management preferred qualifications embedded systems microcontrollers cpu architecture version control continuous integration tools system software engineering linux kernel device drivers rtos open source embedded software development lowlevel virtual platforms hwsw simulation programming languages python java bash assembly software containerization experience docker kubernetes etc machine learning frameworks parallel graphics compute development fpga verilog rtl design systemlevelprogramming kernel parallelprogramming cpu osengineer entrylevel newgrad job type shiftshift united states america primary location oregon hillsboro additional locationsus arizona phoenix california folsom california santa clara intel strongly encourages employees vaccinated covid intel aligns federal state local laws contractor government subject government mandates may issued intel policies covid including guidance testing vaccination subject change time business group posting statementall qualified applicants receive consideration employment regard race color religion religious creed sex national origin ancestry age physical mental disability medical condition genetic information military veteran status marital status pregnancy gender gender expression gender identity sexual orientation characteristic protected local law regulation ordinanceposition trustna,System Software Development Engineer - Entry Level,shine
DISH,active working handson latest cuttingedge technology join jd power awardwinning inhome services team check video experience day life dish technician inhome services organization supports thousands talented employees facilities delivering service solutions customers zip code installation technicians leading charge better customer experience educating connecting americans home visit dedication customer experience paying dish earned jd power award overall customer satisfaction fourth year row whats hour plus promotion months hour pay increase paid incentive potential first year year based performance greatest benefit opportunity promote current field managers started career dish technicians continued pay increases built new dish technician level achieved grow four levels dish technician course career paid time vacation sick time free dish tv programming value month home plus deeply discounted slingtv boost mobile plans paid training tools uniforms build value simplifying lives installation expertise passion sharing technicians building opportunities far future role install manage customer products creating opportunities sell new personalized technology work autonomously upsell offer smart home solutions customers daily basis relocate power place mounts satellite dishes televisions routers cameras receivers wholehome connectivity technology customer homes conduct site surveys inperson home assessments skills experience need ideal technicians high energy resourcefulness ability multitask eye opportunities sell customers new personalized technology strong customer advocacy skills friendly communicative high degree integrity sales electrical maintenancerepair cable military andor customer service experience preferred technicians must ability work inperson multiple homes day workfromhome position field servicing customers homes ability stand long periods time ladders lift lbs times crawl small spaces work climates remain individual weight requirement lbs valid drivers license state seeking employment driving record meets dishs minimum safety standard resilience face fastpaced changing environment ability pivot work hours fivesixday workweeks may required peak seasonal times versatile health perks new career opportunities check benefits careers website employment contingent successful completion preemployment screen include drug test acceptable driving record additional benefits insurance benefits including medical dental vision hsa contributions year taking tobacco free pledge health assessment enrolling online rx virtual visits k retirement plan companymatch vested funds dollar year plus generous profit sharing stock purchase plan option acquire dish stock discounted rates deep discounts smart home services products soundbars routers smart camerasdoorbells tuition reimbursement eligible expenses year accredited college university days employment plus discounts several universities weve partnered incredible rewards recognition program trophies food days branded clothing highvalue prizes offsite events elaborate rewards trips much ability promote two levels first year commensurate title hourly pay increase dish committed putting safety first providing personal protective equipment including masks gloves protective eyewear sanitizing solutions additionally train technicians current covid protocols stringent cleaning practices limit oneonone interactions servicing customers homes ability promote multiple levels leadership ihs commercial sales wireless ongoing training development maximize career potential,Satellite TV Installer - Entry Level,hirect
Caldera Medical,sales associate entry level caldera medicals mission improve quality life women message hiring manager looking energetic hungry individuals looking develop sales career competitive arena medical device sales fast growing caldera medical sales associate begin training territory partnered territory representative several months assigned accounts maintain grow territory successful completion training program amazing opportunity develop grow medical device sales professional duties responsibilities train territory representative tr months housing provided assume ownership several accounts post training tr months successful completion training program maintain existing revenue attend surgical cases operating room build pipeline momentum opportunities secure hospital approvals surgeon support requirements bachelors degree less years experience strong relationship orientation strategic thinking skills strong oral written communication skills demonstrated flexibility willingness coached developed willingness train territory months housing provided must willing relocate anywhere promotion working knowledge microsoft office software including word outlook nice haves sales experience pharma associate rep med device demonstrated leadership teamwork experience ie athletics extracurricular activities etc demonstrated ability effectively collaborate internal colleagues ability prioritize work meet deadlines selfmotivating cando attitude caldera medical caldera medical growth stage medical device company dedicated improving quality life women caldera ranked one inc fastest growing private companies united states ranked fastest growing private company fastest growing healthcare company los angeles la business journal develop build market best class surgical products treatment stress urinary incontinence pelvic organ prolapse polyps desired knowledge skills abilities strategic thinker highly competitive crossfunctional collaborator solid analytical thinking benefits competitive compensation medical dental benefits paid employee family members k matching contributions basic life add unlimited vacation weeks paid maternity leave surrounded talented engaged employees learn glassdoor caldera medical equal opportunity employer considers candidates employment regardless race color religion sex national origin citizenship age disability marital status military veterans status including protected veterans may required federal law sexual orientation gender identity category protected law,"Sales Associate (Entry Level) Phoenix, AZ",hirect
